dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript
IEMOCAP,iemocap_Ses01F_impro04_F025,anger,disgust,0.2,2.54,Why? What choice?
IEMOCAP,iemocap_Ses01F_impro04_F026,anger,disgust,0.2,2.7,You're saving the environment.
IEMOCAP,iemocap_Ses01F_impro04_F027,anger,disgust,0.2,3.17,Interesting. That's fantastic.
IEMOCAP,iemocap_Ses01F_impro04_F028,anger,anger,0.4,2.01,I'm not frustrated.
IEMOCAP,iemocap_Ses01F_impro04_F029,anger,neutral,0.2,3.16,Who do you think you are?
IEMOCAP,iemocap_Ses01F_impro04_F030,anger,joy,0.2,3.18,"You're so high in mind, I just..."
IEMOCAP,iemocap_Ses01F_impro04_F031,anger,anger,0.7,4.4,I'm saving the environment. I'm reading this car because I want to
IEMOCAP,iemocap_Ses01F_impro04_F032,anger,disgust,0.5,2.9,The bus I'm writing the bus because I want to
IEMOCAP,iemocap_Ses01F_impro04_F033,anger,neutral,0.5,5.84,"I cannot, you are not here by choice. Nobody would write this bus by choice."
IEMOCAP,iemocap_Ses01F_impro04_M000,neutral,neutral,0.2,3.92,Have you tried Craigslist?
IEMOCAP,iemocap_Ses01F_impro04_M001,neutral,neutral,0.2,1.67,Yeah.
IEMOCAP,iemocap_Ses01F_impro04_M002,neutral,neutral,0.2,3.26,"No, there's regular jobs on it."
IEMOCAP,iemocap_Ses01F_impro04_M003,neutral,neutral,0.2,1.8,Uh huh.
IEMOCAP,iemocap_Ses01F_impro04_M004,neutral,disgust,0.5,4.64,I'm just saying I have a friend that got a good job on its house. It's recommending it.
IEMOCAP,iemocap_Ses01F_impro04_M005,neutral,disgust,0.2,3.34,"Um, he's like a manager for a theater."
IEMOCAP,iemocap_Ses01F_impro04_M006,neutral,joy,0.5,3.04,"It's like a house manager. Yeah, it's a good job."
IEMOCAP,iemocap_Ses01F_impro04_M007,neutral,neutral,0.2,1.19,We do.
IEMOCAP,iemocap_Ses01F_impro04_M008,neutral,neutral,0.2,1.12,Yeah.
IEMOCAP,iemocap_Ses01F_impro04_M009,neutral,neutral,0.5,2.67,"You've been looking for a job for a long time, and that's a long time ago, right?"
IEMOCAP,iemocap_Ses01F_impro04_M010,neutral,neutral,0.2,1.75,Oh
IEMOCAP,iemocap_Ses01F_impro04_M011,neutral,neutral,0.5,3.8,"I don't know, you have really good resume, I guess."
IEMOCAP,iemocap_Ses01F_impro04_M012,neutral,disgust,0.5,2.35,"Yeah, do you have a rest of me?"
IEMOCAP,iemocap_Ses01F_impro04_M013,neutral,neutral,0.5,3.4,You kind of hope for when getting a job.
IEMOCAP,iemocap_Ses01F_impro04_M014,neutral,neutral,0.5,7.67,Well then maybe we should sit down sometime and you can just tell me all the stuff that you've done and I'll write it out.
IEMOCAP,iemocap_Ses01F_impro04_M015,neutral,neutral,0.5,6.9,"No, you can't worry, you can just bring it in person, but they need generally something to see you know kind of work You've done what kind of call that?"
IEMOCAP,iemocap_Ses01F_impro04_M016,neutral,neutral,0.5,2.98,"Yeah, but the piece of paper helps too."
IEMOCAP,iemocap_Ses01F_impro04_M017,neutral,neutral,0.2,2.81,"No, but it has an outline."
IEMOCAP,iemocap_Ses01F_impro04_M018,neutral,neutral,0.2,6.06,"I know. Okay. Well um... This is very interesting. You know, I had this..."
IEMOCAP,iemocap_Ses01F_impro04_M019,neutral,neutral,0.5,1.31,Yeah. You're not first.
IEMOCAP,iemocap_Ses01F_impro04_M020,neutral,neutral,0.5,1.92,"Okay, yeah, I would imagine."
IEMOCAP,iemocap_Ses01F_impro04_M021,neutral,neutral,0.5,9.73,"Well, sometimes you have to do things you don't necessarily like to do to have a job, but the job before you, you know, money, you wouldn't have to be taking the bus right now."
IEMOCAP,iemocap_Ses01F_impro04_M022,neutral,neutral,0.2,2.3,Maybe get a car.
IEMOCAP,iemocap_Ses01F_impro04_M023,neutral,neutral,0.2,4.6,I think you should try a little harder.
IEMOCAP,iemocap_Ses01F_impro04_M024,neutral,disgust,0.2,2.19,I didn't say that.
IEMOCAP,iemocap_Ses01F_impro04_M025,neutral,disgust,0.2,3.2,"I am running the bus, but by choice."
IEMOCAP,iemocap_Ses01F_impro04_M026,neutral,neutral,0.2,2.4,"to save the environment, purple."
IEMOCAP,iemocap_Ses01F_impro04_M027,neutral,neutral,0.5,2.66,"Yes, one less car at a time."
IEMOCAP,iemocap_Ses01F_impro04_M028,neutral,disgust,0.2,1.24,Mm-hmm.
IEMOCAP,iemocap_Ses01F_impro04_M029,anger,anger,0.7,4.38,"You know, you don't have to take out your frustration on me, you know, just because..."
IEMOCAP,iemocap_Ses01F_impro04_M030,anger,disgust,0.5,3.51,You can't get a job or refuse to have a resume.
IEMOCAP,iemocap_Ses01F_impro04_M031,neutral,neutral,0.2,2.86,I don't think I'm getting fun.
IEMOCAP,iemocap_Ses01F_impro04_M032,neutral,neutral,0.2,2.72,it turned on he all of
IEMOCAP,iemocap_Ses01F_impro04_M033,neutral,neutral,0.5,1.34,And we're doing it. It's caramel.
IEMOCAP,iemocap_Ses01F_impro04_M034,anger,neutral,0.5,2.7,What? What did it go so now?
IEMOCAP,iemocap_Ses01F_impro04_M035,anger,neutral,0.5,3.85,You know what? You don't want to take your anger and your third thought on your own.
IEMOCAP,iemocap_Ses01F_impro04_M036,neutral,neutral,0.2,1.87,Why not?
IEMOCAP,iemocap_Ses01F_impro05_F000,anger,neutral,0.2,0.99,It's fine.
IEMOCAP,iemocap_Ses01F_impro05_F001,anger,neutral,0.5,1.9,"Yeah, this is the fourth line in Bennett."
IEMOCAP,iemocap_Ses01F_impro05_F002,anger,neutral,0.5,1.5,I need my bag.
IEMOCAP,iemocap_Ses01F_impro05_F003,anger,neutral,0.5,3.82,I flew in over three hours ago. I've been in four different lines.
IEMOCAP,iemocap_Ses01F_impro05_F004,anger,neutral,0.5,9.7,I waited for the whole baggage carousel four times. They told me to go to the next one. I waited through that for three planes and now I'm here.
IEMOCAP,iemocap_Ses01F_impro05_F005,anger,neutral,0.2,1.41,Nash.
IEMOCAP,iemocap_Ses01F_impro05_F006,neutral,neutral,0.2,1.67,"No, she."
IEMOCAP,iemocap_Ses01F_impro05_F007,anger,neutral,0.2,1.31,Yes.
IEMOCAP,iemocap_Ses01F_impro05_F008,anger,neutral,0.2,2.12,Flight 714
IEMOCAP,iemocap_Ses01F_impro05_F009,anger,neutral,0.2,7.32,"Am I going to be getting like free tickets, free mileage? When can I expect my bag here?"
IEMOCAP,iemocap_Ses01F_impro05_F010,neutral,anger,0.4,4.21,You're such an idiot. Are you kidding me?
IEMOCAP,iemocap_Ses01F_impro05_F011,anger,neutral,0.2,1.67,Is this a joke?
IEMOCAP,iemocap_Ses01F_impro05_F012,anger,joy,0.5,5.12,Are there candid cameras? Is this that movie? There's a show right airplane airline?
IEMOCAP,iemocap_Ses01F_impro05_F013,neutral,neutral,0.5,3.31,So you'll give me money and then I'll get my bag
IEMOCAP,iemocap_Ses01F_impro05_F014,anger,anger,0.4,3.38,You're you're kidding me. This is a joke
IEMOCAP,iemocap_Ses01F_impro05_F015,anger,anger,0.7,15.49,"Do you have any idea? $50? That's supposed to re-replace everything that I have. Do you understand how much I have packed in there? Not only does it have sentimental value, it can't be replaced like that. It was incredibly expensive."
IEMOCAP,iemocap_Ses01F_impro05_F016,anger,neutral,0.5,3.91,We flew in from Paris! I've been shopping for three weeks!
IEMOCAP,iemocap_Ses01F_impro05_F017,anger,anger,0.7,9.37,"I don't care how much your freaking size says. Somebody, somebody needs to replace everything I've got there and and give me money for my inconvenience."
IEMOCAP,iemocap_Ses01F_impro05_F018,anger,neutral,0.5,2.4,Do you understand who my health been this?
IEMOCAP,iemocap_Ses01F_impro05_F019,anger,neutral,0.2,5.37,"If you're looking for a lawsuit, baby, you found it."
IEMOCAP,iemocap_Ses01F_impro05_F020,anger,anger,0.4,4.43,"Oh, it's a gift you're you're helping me out here"
IEMOCAP,iemocap_Ses01F_impro05_F021,anger,joy,0.5,4.76,You are cruising for bruise and you are in so much trouble
IEMOCAP,iemocap_Ses01F_impro05_F022,anger,joy,0.2,3.39,Who's in charge? Who's the president of JetBlue?
IEMOCAP,iemocap_Ses01F_impro05_F023,anger,neutral,0.5,1.92,Because I probably know him.
IEMOCAP,iemocap_Ses01F_impro05_F024,anger,neutral,0.2,1.38,Really? Yeah.
IEMOCAP,iemocap_Ses01F_impro05_F025,anger,anger,0.7,3.11,I don't want money. I want my clothes.
IEMOCAP,iemocap_Ses01F_impro05_F026,anger,neutral,0.2,1.49,What's your name?
IEMOCAP,iemocap_Ses01F_impro05_F027,neutral,neutral,0.2,4.62,Sean. Great. Do you have a badge number or something?
IEMOCAP,iemocap_Ses01F_impro05_F028,anger,neutral,0.2,2.12,"Okay, I'll do that."
IEMOCAP,iemocap_Ses01F_impro05_F029,anger,neutral,0.5,3.95,I don't think you've done everything you could do because I don't have my back here yet
IEMOCAP,iemocap_Ses01F_impro05_F030,anger,neutral,0.5,3.31,A letter. Yeah. I'll make a personal phone call.
IEMOCAP,iemocap_Ses01F_impro05_M000,neutral,joy,0.2,1.58,Thanks for reading.
IEMOCAP,iemocap_Ses01F_impro05_M001,joy,neutral,0.2,1.23,Yeah. Yeah.
IEMOCAP,iemocap_Ses01F_impro05_M002,joy,neutral,0.2,1.11,Right. Uh-huh.
IEMOCAP,iemocap_Ses01F_impro05_M003,neutral,disgust,0.2,1.48,Okay.
IEMOCAP,iemocap_Ses01F_impro05_M004,neutral,disgust,0.2,1.52,Okay. We visit.
IEMOCAP,iemocap_Ses01F_impro05_M005,neutral,anger,0.7,4.06,"Okay, great. I'm really sorry you did that. What's your last name? Let's start there"
IEMOCAP,iemocap_Ses01F_impro05_M006,neutral,disgust,0.2,1.74,Okay.
IEMOCAP,iemocap_Ses01F_impro05_M007,neutral,neutral,0.2,5.85,All right. Yeah. Okay. And you lost your bag? Yes. Is that the issue?
IEMOCAP,iemocap_Ses01F_impro05_M008,neutral,neutral,0.2,1.82,Uh-huh.
IEMOCAP,iemocap_Ses01F_impro05_M009,neutral,anger,0.4,5.85,"Yeah, yeah, I don't see I don't see any"
IEMOCAP,iemocap_Ses01F_impro05_M010,neutral,neutral,0.5,6.11,I don't see any record of it and usually when I don't see a record of it that means um
IEMOCAP,iemocap_Ses01F_impro05_M011,neutral,sadness,0.4,20.29,We've mistakenly lost our baggage. We're very sorry On behalf of Jeplieu I'd like to apologize for any inconvenience. I am allowed to issue you a $50 gift card which you can use any Future flights you want to take with us. I'm very sorry once again
IEMOCAP,iemocap_Ses01F_impro05_M012,neutral,disgust,0.5,2.76,For such an inconvenience in your bag. Bye.
IEMOCAP,iemocap_Ses01F_impro05_M013,neutral,neutral,0.2,1.44,Yeah
IEMOCAP,iemocap_Ses01F_impro05_M014,neutral,neutral,0.5,1.45,"No, no, I'm here."
IEMOCAP,iemocap_Ses01F_impro05_M015,neutral,disgust,0.2,3.02,"No, no, this is real."
IEMOCAP,iemocap_Ses01F_impro05_M016,neutral,sadness,0.7,8.24,"No, I'm just giving you money. The bag is gone. If it's not here, I'm really sorry. There's nothing I can do because..."
IEMOCAP,iemocap_Ses01F_impro05_M017,neutral,neutral,0.5,6.39,"This is the only track record that we have, and if it's not listed here, then it's probably not anywhere."
IEMOCAP,iemocap_Ses01F_impro05_M018,neutral,sadness,0.7,3.13,I once again I'm really I'm really sorry
IEMOCAP,iemocap_Ses01F_impro05_M019,neutral,neutral,0.5,1.53,in there. Not only did this.
IEMOCAP,iemocap_Ses01F_impro05_M020,neutral,anger,0.4,1.33,I know.
IEMOCAP,iemocap_Ses01F_impro05_M021,neutral,sadness,0.7,8.04,"I'm very sorry, but if you see the sign that's right behind me here It's it spells it out really clearly that we are not held"
IEMOCAP,iemocap_Ses01F_impro05_M022,neutral,neutral,0.2,2.23,Nobody needs to replace everything.
IEMOCAP,iemocap_Ses01F_impro05_M023,neutral,neutral,0.2,7.31,"Actually, we are not necessarily liable to even give you this $50 so it's actually"
IEMOCAP,iemocap_Ses01F_impro05_M024,neutral,neutral,0.5,6.31,"We're actually not even allowed, you know, like we don't have to give you this $50. We're not going back. It's a gift."
IEMOCAP,iemocap_Ses01F_impro05_M025,neutral,neutral,0.5,1.37,You're helping me out.
IEMOCAP,iemocap_Ses01F_impro05_M026,neutral,anger,0.7,5.75,You know the airlines cannot be help responsible for every bag of luggage that comes through here.
IEMOCAP,iemocap_Ses01F_impro05_M027,neutral,neutral,0.2,1.71,What the amount of
IEMOCAP,iemocap_Ses01F_impro05_M028,neutral,neutral,0.5,3.74,"Um, actually I don't know. I don't know. Oh really? Yeah"
IEMOCAP,iemocap_Ses01F_impro05_M029,neutral,neutral,0.5,6.48,Well then maybe you can just call him and he can give you more money. But right now all I can do is...
IEMOCAP,iemocap_Ses01F_impro05_M030,neutral,sadness,0.7,4.53,Right now all I can do is just give you this fifty dollars. I'm really sorry
IEMOCAP,iemocap_Ses01F_impro05_M031,neutral,neutral,0.2,2.28,Oh my name is Sean.
IEMOCAP,iemocap_Ses01F_impro05_M032,neutral,neutral,0.2,6.25,"That's number. No, you can just take my employee number, I guess."
IEMOCAP,iemocap_Ses01F_impro05_M033,neutral,neutral,0.5,6.67,"Why, have you done something wrong? Have I given you bad service? I feel like I've done the best I could. I have been done already."
IEMOCAP,iemocap_Ses01F_impro05_M034,neutral,neutral,0.5,6.51,"That's what you know if you if you want you can write a letter I can give you the address. No matter. Yeah, an angry person."
IEMOCAP,iemocap_Ses01F_impro05_M035,neutral,neutral,0.5,6.31,"Or you can make a phone call, but I think a letter might be a little more. Am I impressed in letters help more?"
IEMOCAP,iemocap_Ses01F_impro06_F000,neutral,sadness,0.4,3.38,Okay.
IEMOCAP,iemocap_Ses01F_impro06_F001,neutral,neutral,0.2,1.67,"No, no, no."
IEMOCAP,iemocap_Ses01F_impro06_F002,sadness,sadness,0.4,1.58,No.
IEMOCAP,iemocap_Ses01F_impro06_F003,neutral,sadness,0.4,1.33,Let's see.
IEMOCAP,iemocap_Ses01F_impro06_F004,neutral,neutral,0.2,1.97,Thank you.
IEMOCAP,iemocap_Ses01F_impro06_F005,sadness,disgust,0.2,6.69,I went to see her headstone a week or two ago.
IEMOCAP,iemocap_Ses01F_impro06_F006,sadness,sadness,0.7,12.04,"I used to go to Cemetery a lot before she died. I just, you know, I felt like there were urban oasis. You know, there's always the screen in the city."
IEMOCAP,iemocap_Ses01F_impro06_F007,sadness,neutral,0.5,8.0,"So I was wandering around before. I always, it takes forever to find your headstone. I always lose it, you know?"
IEMOCAP,iemocap_Ses01F_impro06_F008,sadness,disgust,0.5,9.91,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.
IEMOCAP,iemocap_Ses01F_impro06_F009,neutral,disgust,0.2,7.58,This woman came up and you know it was hers. It was her person that was there.
IEMOCAP,iemocap_Ses01F_impro06_F010,sadness,disgust,0.2,5.84,"Yeah, and she... she was like that's pathetic. I hope you enjoy it."
IEMOCAP,iemocap_Ses01F_impro06_F011,sadness,disgust,0.5,15.08,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I put it on the ground and she was like, no, it's fine. She's like, I'd rather have her back, honestly."
IEMOCAP,iemocap_Ses01F_impro06_F012,sadness,disgust,0.2,8.97,"I don't know, it just like, I felt so bad because I shouldn't have done it if I don't know whatever."
IEMOCAP,iemocap_Ses01F_impro06_F013,sadness,neutral,0.2,1.53,I don't know.
IEMOCAP,iemocap_Ses01F_impro06_F014,sadness,neutral,0.2,1.99,asymmetry
IEMOCAP,iemocap_Ses01F_impro06_F015,sadness,neutral,0.2,2.98,cover our video
IEMOCAP,iemocap_Ses01F_impro06_F016,neutral,joy,0.2,7.6,"I brought Chuck with me. He went to Relance, yeah, for the day. We ran through the sprinklers."
IEMOCAP,iemocap_Ses01F_impro06_F017,neutral,neutral,0.2,5.27,It's hot.
IEMOCAP,iemocap_Ses01F_impro06_F018,neutral,joy,0.2,7.2,"Yeah, it's huge. Revolences and old city, so there's lots of lots of stars."
IEMOCAP,iemocap_Ses01F_impro06_F019,neutral,neutral,0.2,1.66,Yeah.
IEMOCAP,iemocap_Ses01F_impro06_F020,sadness,neutral,0.2,15.17,"So whenever I go back to town, I think of her. I mean, it's like, it really grew up together. She died when we were 21. And yeah, she had cancer, she had two brain tumors."
IEMOCAP,iemocap_Ses01F_impro06_F021,sadness,neutral,0.2,16.58,my best friend Heather She's got a we have a we built this like little There's a park prospect park and there's like a Garden section of it that we set up for her
IEMOCAP,iemocap_Ses01F_impro06_F022,sadness,neutral,0.2,4.91,She's have these poetry parties on Memorial Day.
IEMOCAP,iemocap_Ses01F_impro06_F023,sadness,sadness,0.4,4.03,Um... Yeah?
IEMOCAP,iemocap_Ses01F_impro06_F024,sadness,neutral,0.2,6.9,And the last one before she died I remember she could have really stand.
IEMOCAP,iemocap_Ses01F_impro06_F025,sadness,neutral,0.5,18.95,"but I mean she could but it was so I was kind of sitting in her feet like holding her up and She had these poems she had memorized. I remember looking up she had curly red hair and there was this palm tree right behind her and it's like It was like it was crown, you know growing up her head is cool"
IEMOCAP,iemocap_Ses01F_impro06_F026,sadness,neutral,0.2,8.76,"So my guess she, she's memories this one John Dunn. It's called Death Be Not Proud."
IEMOCAP,iemocap_Ses01F_impro06_F027,neutral,sadness,0.4,6.22,There's another one. I can't remember.
IEMOCAP,iemocap_Ses01F_impro06_F028,sadness,sadness,0.7,29.13,"I remember two when we were, she died at UCLA. She had brain surgery and there wasn't much hope to be given with. I gave blood for her surgery, her mom and I before. So we dropped her off in a waiting room and then we were giving blood and came back. And she's in her wheelchair, like, can hardly do anything. Reciting her poetry for these people, like, in the waiting room. All she needs is a goddamn audience, you know."
IEMOCAP,iemocap_Ses01F_impro06_M000,sadness,sadness,0.4,3.28,"I'm sorry, Joy."
IEMOCAP,iemocap_Ses01F_impro06_M001,neutral,neutral,0.2,6.42,During the day I can get you to take care of anything for you or...
IEMOCAP,iemocap_Ses01F_impro06_M002,neutral,neutral,0.5,1.44,"Pick up the icon reminds bike,"
IEMOCAP,iemocap_Ses01F_impro06_M003,sadness,neutral,0.5,6.05,You know you're welcome just stay at my house if you want to just check out for a couple days and hang out.
IEMOCAP,iemocap_Ses01F_impro06_M004,neutral,neutral,0.2,1.32,Hmm.
IEMOCAP,iemocap_Ses01F_impro06_M005,neutral,neutral,0.2,1.67,No shoes there.
IEMOCAP,iemocap_Ses01F_impro06_M006,neutral,neutral,0.2,1.49,Mmhmm.
IEMOCAP,iemocap_Ses01F_impro06_M007,sadness,sadness,0.4,1.72,During…
IEMOCAP,iemocap_Ses01F_impro06_M008,neutral,neutral,0.5,2.09,How long are you there for?
IEMOCAP,iemocap_Ses01F_impro06_M009,neutral,neutral,0.2,1.35,Mmhmm.
IEMOCAP,iemocap_Ses01F_impro06_M010,neutral,sadness,0.4,1.59,Okay. Oh well.
IEMOCAP,iemocap_Ses01F_impro06_M011,neutral,sadness,0.4,3.31,You ran to the sprinklers in the cemetery?
IEMOCAP,iemocap_Ses01F_impro06_M012,neutral,neutral,0.2,2.49,Is it a big cemetery?
IEMOCAP,iemocap_Ses01F_impro06_M013,neutral,neutral,0.5,2.76,"And so that I could y'all turn, y'all might."
IEMOCAP,iemocap_Ses01F_impro06_M014,neutral,sadness,0.7,1.3,Sorry. I don't know why.
IEMOCAP,iemocap_Ses01F_impro06_M015,neutral,neutral,0.2,1.96,Hmm.
IEMOCAP,iemocap_Ses01F_impro06_M016,neutral,sadness,0.4,3.18,"So, you're at a lot of poetry."
IEMOCAP,iemocap_Ses01F_impro06_M017,neutral,neutral,0.2,1.77,Yes.
IEMOCAP,iemocap_Ses01F_impro07_F000,joy,neutral,0.2,6.64,"Yeah, there's a big envelope it says you're it"
IEMOCAP,iemocap_Ses01F_impro07_F001,neutral,joy,0.2,5.2,"So I have to move back to the ghetto, but yeah"
IEMOCAP,iemocap_Ses01F_impro07_F002,joy,joy,0.5,12.04,"I'm really excited. Yeah, I don't know. I'm gonna pay for anything but I also I Yeah, love to get it. I applied though for a bunch of grants and scholarships. So I've been"
IEMOCAP,iemocap_Ses01F_impro07_F003,joy,anger,0.7,2.38,"I know, I know, I know, I know. Are you a slave?"
IEMOCAP,iemocap_Ses01F_impro07_F004,joy,neutral,0.2,5.33,I don't know. I spent so much time commuting it as it is.
IEMOCAP,iemocap_Ses01F_impro07_F005,joy,anger,0.4,2.93,I know! He's just throwing party!
IEMOCAP,iemocap_Ses01F_impro07_F006,neutral,neutral,0.5,9.13,"I'd wrap a hug. Please wear the wrap. I'm gonna have a party. Yeah. Yeah. So what are you doing this summer though? You're staying around too, yeah? Yeah."
IEMOCAP,iemocap_Ses01F_impro07_F007,neutral,joy,0.2,9.73,It's a relief too. I mean I was thinking I was gonna have to pack up all my stuff but
IEMOCAP,iemocap_Ses01F_impro07_F008,neutral,neutral,0.2,7.28,"It's critical studies. It's a really prestigious program, so they say."
IEMOCAP,iemocap_Ses01F_impro07_F009,joy,neutral,0.2,2.28,"Yeah, I'm not sure."
IEMOCAP,iemocap_Ses01F_impro07_F010,joy,anger,0.4,3.8,PhD. PhD. Thank you.
IEMOCAP,iemocap_Ses01F_impro07_F011,neutral,neutral,0.2,5.25,"Yeah, yeah, I'm a TA for two sections."
IEMOCAP,iemocap_Ses01F_impro07_F012,joy,neutral,0.5,5.88,It's like a Samoan's young mind. This is me. This is me. This is my mother.
IEMOCAP,iemocap_Ses01F_impro07_F013,joy,neutral,0.5,7.2,"I'm a holy life. Josh! Do you use a Mrs. Dash? Which is the poppies? Oh, right, right, right."
IEMOCAP,iemocap_Ses01F_impro07_F014,neutral,neutral,0.2,10.73,"I don't know. Yeah. Yeah, I'm excited. All right. And then I'll be a millionaire once I graduate. You understand? Because you. That's what I hope."
IEMOCAP,iemocap_Ses01F_impro07_F015,neutral,joy,0.2,2.89,Yeah totally.
IEMOCAP,iemocap_Ses01F_impro07_F016,joy,neutral,0.5,9.05,I know I made such a massive at the entire time the last like three things I've done ever with everything I think
IEMOCAP,iemocap_Ses01F_impro07_M000,joy,neutral,0.5,1.81,Did you get the letter? Yeah!
IEMOCAP,iemocap_Ses01F_impro07_M001,joy,anger,0.4,4.43,Yeah! That's so awesome.
IEMOCAP,iemocap_Ses01F_impro07_M002,joy,neutral,0.2,5.17,Oh my god! What are you gonna do? What are you-
IEMOCAP,iemocap_Ses01F_impro07_M003,joy,joy,0.2,7.38,"Yeah, I'm really excited Oh, that's what loans are for"
IEMOCAP,iemocap_Ses01F_impro07_M004,joy,joy,0.5,7.89,"Oh good good. That's awesome. No! No! Are you guys staying around here? You want to go, you're gonna like get a different neighborhood. You're gonna move to different neighborhood."
IEMOCAP,iemocap_Ses01F_impro07_M005,joy,joy,0.5,5.83,This is so I'm so happy you're gonna stay you're We should totally throw party
IEMOCAP,iemocap_Ses01F_impro07_M006,joy,joy,0.2,5.7,"A wrap-up party, ho. Yeah! Yeah! Okay."
IEMOCAP,iemocap_Ses01F_impro07_M007,joy,joy,0.5,9.12,"I'm just yeah, I'm sticking around just doing my thing I live in here. I'm so glad you're staying so glad you're gonna be here. Yeah"
IEMOCAP,iemocap_Ses01F_impro07_M008,joy,joy,0.2,2.61,"Yeah, big time."
IEMOCAP,iemocap_Ses01F_impro07_M009,joy,neutral,0.2,6.31,So what's major? What are you doing?
IEMOCAP,iemocap_Ses01F_impro07_M010,neutral,anger,0.4,1.55,"Oh, okay."
IEMOCAP,iemocap_Ses01F_impro07_M011,neutral,disgust,0.2,2.52,"Ooh, fancy."
IEMOCAP,iemocap_Ses01F_impro07_M012,neutral,neutral,0.2,4.44,Is this some masters or PhD or can you?
IEMOCAP,iemocap_Ses01F_impro07_M013,neutral,joy,0.5,3.06,Don't you have to teach a class too?
IEMOCAP,iemocap_Ses01F_impro07_M014,joy,disgust,0.2,5.08,Teacher
IEMOCAP,iemocap_Ses01F_impro07_M015,joy,joy,0.2,10.55,"You have to get married. Well you are married. Chuck! Your miss is not. I was too confused with Mrs. Dash, which is the popular season."
IEMOCAP,iemocap_Ses01F_impro07_M016,neutral,disgust,0.2,5.74,"Hahaha, this is Nerge. Uh, that's so hot松no."
IEMOCAP,iemocap_Ses01F_impro07_M017,joy,neutral,0.2,3.57,"Yeah, school's fine."
IEMOCAP,iemocap_Ses01F_impro07_M018,neutral,anger,0.7,4.78,"Of course, right? That's what the road money is being a student."
IEMOCAP,iemocap_Ses01F_impro07_M019,joy,neutral,0.2,13.14,What's hard you get the big box? Well you mess with the chair. I'll ruin it.
IEMOCAP,iemocap_Ses01F_script01_1_F000,anger,disgust,0.2,3.11,What's he gonna say?
IEMOCAP,iemocap_Ses01F_script01_1_F001,neutral,neutral,0.5,3.55,Maybe we should tell him before he sees it.
IEMOCAP,iemocap_Ses01F_script01_1_F002,neutral,neutral,0.5,5.25,How could he see it? I was the first one up. He was still in bed.
IEMOCAP,iemocap_Ses01F_script01_1_F003,neutral,neutral,0.2,2.35,Where?
IEMOCAP,iemocap_Ses01F_script01_1_F004,neutral,neutral,0.5,3.71,"Oh, is he doing out here at 4 o'clock in the morning?"
IEMOCAP,iemocap_Ses01F_script01_1_F005,neutral,disgust,0.2,4.95,Strainment of him again. Walking around.
IEMOCAP,iemocap_Ses01F_script01_1_F006,neutral,disgust,0.2,5.37,It's getting beat just like after a guy. What's the meaning of that?
IEMOCAP,iemocap_Ses01F_script01_1_F007,neutral,neutral,0.2,1.93,What?
IEMOCAP,iemocap_Ses01F_script01_1_F008,neutral,anger,0.4,3.07,What do you mean dishonest?
IEMOCAP,iemocap_Ses01F_script01_1_F009,anger,neutral,0.5,3.2,What do you want to do? Are you with him?
IEMOCAP,iemocap_Ses01F_script01_1_F010,anger,disgust,0.5,2.21,"for years, you can't say that to him."
IEMOCAP,iemocap_Ses01F_script01_1_F011,anger,neutral,0.2,4.45,Where's the proof date? Do you have any proof?
IEMOCAP,iemocap_Ses01F_script01_1_F012,anger,neutral,0.5,11.69,"to you it is to me it is. But to your father, you can talk yourself to your blue in the face but there's no grave and there's no body so where are you?"
IEMOCAP,iemocap_Ses01F_script01_1_F013,neutral,joy,0.5,7.94,It's a trouble is those goddamn newspapers every month some new boy comes back and so the next one's gonna be Larry They just
IEMOCAP,iemocap_Ses01F_script01_1_F014,anger,neutral,0.2,2.4,Why?
IEMOCAP,iemocap_Ses01F_script01_1_F015,neutral,neutral,0.2,4.49,"Well, I've got an idea, but what's your story?"
IEMOCAP,iemocap_Ses01F_script01_1_F016,neutral,neutral,0.2,3.9,"Well, that's only your business, Chris."
IEMOCAP,iemocap_Ses01F_script01_1_F017,neutral,anger,0.7,3.86,"Well, what do you want me to do? You're old enough to know you're on mine."
IEMOCAP,iemocap_Ses01F_script01_1_F018,neutral,neutral,0.5,2.79,"Well, you want to make sure that your father's not going to..."
IEMOCAP,iemocap_Ses01F_script01_1_F019,neutral,neutral,0.2,2.07,I'm just saying.
IEMOCAP,iemocap_Ses01F_script01_1_F020,neutral,anger,0.7,4.85,"Ignore him. Oh, I ignore what I got to ignore that girl is Larry's girl"
IEMOCAP,iemocap_Ses01F_script01_1_F021,anger,neutral,0.2,10.01,"From your father's point of view, he is not dead and Chris he thinks he's still alive. The girl is Larry's girl"
IEMOCAP,iemocap_Ses01F_script01_1_F022,anger,neutral,0.5,4.78,Now you can go on from there if you know where to go but I'm telling you I don't know where to go.
IEMOCAP,iemocap_Ses01F_script01_1_F023,anger,joy,0.5,3.36,You're a considerate fellow. There's nothing wrong in that.
IEMOCAP,iemocap_Ses01F_script01_1_F024,anger,disgust,0.2,3.81,Just don't see what have you asked Annie yet?
IEMOCAP,iemocap_Ses01F_script01_1_F025,anger,joy,0.5,4.65,"Well, how do you know she's gonna marry you? Maybe she feels the same way your father does."
